Qnp,k2,k1,dp,kdam,phi,SN,rho,Sh,deltah,P0,N0,H0
6.71E-07,0.65,0.000006,0.1,1.00E-03,3.00E-08,7.00E+00,0.2,6,0.2,300000,100000,80
